customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status
29,71000,3,0.0,4,0,19000,6.54,9,1,9,1
29,83700,3,3.0,4,2,19000,11.011821205538963,9,1,10,1
30,60000,3,7.0,4,2,18950,15.96,3,2,6,0
34,42000,3,5.0,4,0,18825,7.9,4,1,10,1
32,60000,3,5.0,5,1,18800,9.99,2,0,7,0
34,95000,3,5.0,5,2,18600,13.57,4,2,7,1
28,99700,3,2.0,0,2,18600,14.26,8,2,8,1
27,24000,2,1.0,4,0,6000,8.9,7,1,10,1
32,24000,2,2.0,4,3,5000,16.29,2,1,9,1
28,50400,3,8.0,5,3,18500,16.02,8,0,6,0
30,60000,3,14.0,3,2,18500,12.99,3,0,5,0
27,60000,3,4.0,0,1,18500,10.99,7,0,5,0
33,62004,3,3.0,1,2,18500,12.87,3,1,9,1
27,24000,2,1.0,1,2,6000,11.011821205538963,7,1,7,1
31,112000,3,1.0,5,0,18500,7.51,1,1,7,1
33,62500,3,3.0,0,1,18400,9.91,3,1,7,1
31,121000,3,15.0,2,3,18400,11.011821205538963,1,2,10,1
29,45000,3,8.0,3,2,18250,14.27,9,0,6,0
35,24000,0,14.0,0,0,4000,7.49,5,1,7,1
30,24000,2,11.0,5,0,6000,11.011821205538963,3,1,9,1
29,30996,3,0.0,0,1,18000,10.75,9,0,7,0
29,42000,3,6.0,4,2,18000,14.65,9,0,7,0
31,24000,0,3.0,5,0,3000,7.49,1,1,10,1
29,24000,0,0.0,1,1,4000,10.59,9,1,10,1
27,24000,2,4.0,1,2,4000,12.99,7,1,6,1
28,24000,0,2.0,2,1,9600,11.99,8,1,8,1
27,45150,3,1.0,4,2,18000,13.16,7,0,7,0
34,45996,3,4.0,0,0,18000,11.011821205538963,4,2,9,0
27,50000,3,0.0,4,0,18000,8.49,7,1,9,1
32,24000,2,1.0,3,0,2000,7.29,2,1,6,1
34,50000,3,4.0,4,1,18000,8.88,4,0,9,0
31,50000,3,2.0,3,2,18000,13.48,1,2,9,0
27,24000,0,6.0,4,0,6250,8.49,7,1,8,1
27,51200,3,11.0,1,3,18000,14.96,7,2,8,0
34,51312,3,0.0,2,2,18000,13.85,4,0,10,0
29,54000,3,0.0,1,1,18000,10.99,9,0,6,0
32,55000,3,0.0,0,1,18000,10.38,2,0,7,0
28,24000,2,3.0,4,1,8000,10.37,8,1,5,1
29,56964,3,12.0,0,0,18000,11.011821205538963,9,1,8,1
33,60000,3,7.0,2,0,18000,8.49,3,1,5,1
30,24000,2,0.0,5,0,2500,7.29,3,1,6,1
28,60372,3,4.0,0,2,18000,14.65,8,2,5,1
28,63000,3,12.0,2,1,18000,10.65,8,1,9,1
27,64000,3,3.0,3,1,18000,11.11,7,1,8,1
30,64000,3,1.0,5,0,18000,8.38,3,1,7,1
27,59000,3,3.0,4,1,18000,12.18,7,0,9,0
35,66000,3,0.0,2,1,18000,9.99,5,1,8,1
33,67800,3,3.0,2,1,18000,10.08,3,1,6,1
29,68004,3,3.0,3,1,18000,10.0,9,1,9,1
27,69790,3,6.0,0,1,18000,10.25,7,1,9,1
28,24000,0,2.0,1,0,1500,7.14,8,1,10,1
28,64000,3,1.0,0,1,18000,11.58,8,0,6,0
33,70000,3,18.0,1,1,18000,11.89,3,1,9,1
34,72000,3,7.0,1,3,18000,15.95,4,2,8,1
33,67000,3,8.0,2,2,18000,13.11,3,2,7,0
31,75000,3,4.0,2,0,18000,8.9,1,1,6,1
34,24000,2,4.0,2,2,2400,13.98,4,1,9,1
34,78000,3,5.0,1,0,18000,8.9,4,1,9,1
28,80000,3,8.0,2,1,18000,10.59,8,1,10,1
28,80000,3,9.0,4,1,18000,11.49,8,1,6,1
27,80000,3,1.0,5,1,18000,10.39,7,1,8,1
28,81972,3,4.0,0,1,18000,10.99,8,1,6,1
27,24000,0,2.0,0,1,9200,11.011821205538963,7,1,9,1
33,24000,0,2.0,0,1,6000,10.25,3,1,6,1
29,74000,3,0.0,5,3,18000,17.04,9,2,10,0
29,24000,0,7.0,3,0,10000,11.011821205538963,9,1,6,1
28,89004,3,3.0,4,0,18000,7.49,8,1,10,1
31,90000,3,12.0,1,1,18000,12.42,1,1,8,1
31,78000,3,0.0,2,3,18000,18.79,1,0,9,0
30,90000,3,14.0,3,0,18000,8.94,3,1,8,1
34,100000,3,4.0,5,2,18000,13.49,4,2,10,1
32,100000,3,2.0,4,0,18000,11.011821205538963,2,1,5,1
27,100000,3,0.0,5,0,18000,7.88,7,1,5,1
30,101500,3,2.0,2,1,18000,12.18,3,1,7,1
31,102000,3,11.0,3,1,18000,10.0,1,1,10,1
33,90000,3,15.0,4,1,18000,11.58,3,0,10,0
33,103000,3,17.0,4,3,18000,16.82,3,2,6,1
27,110000,3,5.0,5,1,18000,9.91,7,1,5,1
31,24000,2,1.0,2,0,1200,8.94,1,1,5,1
30,24000,0,7.0,2,0,6000,8.94,3,1,7,1
27,132000,3,4.0,0,0,18000,8.49,7,1,9,1
27,102616,3,4.0,3,2,18000,13.99,7,2,7,0
33,140000,3,2.0,0,2,18000,11.011821205538963,3,1,9,1
30,175000,3,1.0,1,0,18000,5.79,3,1,10,1
30,168000,3,1.0,0,3,18000,14.46,3,2,9,0
33,30000,3,2.0,0,0,17975,8.49,3,2,8,0
27,24000,0,1.0,5,2,11000,11.011821205538963,7,2,6,1
34,65000,3,0.0,1,0,17900,7.9,4,1,8,1
27,24000,2,2.0,5,2,6000,12.53,7,1,9,1
28,24000,0,12.0,0,0,5000,9.32,8,1,10,1
27,32220,3,11.0,3,1,17725,11.49,7,0,8,0
31,105600,3,5.0,0,1,17700,10.99,1,1,6,1
27,37793,3,11.0,5,1,17625,12.69,7,0,7,0
34,24000,0,5.0,3,1,2000,9.2,4,1,7,1
29,77000,3,3.0,3,2,17600,13.48,9,1,8,1
29,88000,3,8.0,0,2,17600,14.26,9,2,6,1
29,153000,3,1.0,5,1,17600,8.7,9,1,8,1
28,205000,3,13.0,3,2,17600,13.23,8,1,10,1
28,44000,3,3.0,1,3,17500,11.011821205538963,8,0,10,0
28,44900,3,12.0,3,2,17500,14.35,8,2,10,0
27,48500,3,1.0,5,1,17500,12.42,7,0,9,0
35,50000,3,4.0,4,2,17500,12.84,5,0,5,0
27,24570,0,2.0,4,2,8500,11.011821205538963,7,2,8,1
32,24600,0,6.0,3,0,4800,8.9,2,1,7,1
33,58100,3,1.0,0,2,17500,13.57,3,2,10,1
33,92500,3,4.0,5,3,17500,15.28,3,1,6,1
31,114237,3,15.0,2,2,17500,14.72,1,2,6,1
29,120000,3,1.0,5,2,17500,12.87,9,2,8,1
31,636000,3,2.0,0,1,17500,11.48,1,1,10,1
29,35000,3,1.0,3,0,17475,7.66,9,1,5,1
27,45000,3,1.0,0,1,17475,11.99,7,0,8,0
32,58650,3,6.0,3,3,17400,15.05,2,0,6,0
28,24996,0,6.0,4,0,6000,5.99,8,1,7,1
33,24996,0,3.0,4,2,6600,12.99,3,2,6,1
35,54000,3,4.0,0,3,17250,19.42,5,0,10,0
29,75000,3,0.0,4,2,17200,14.27,9,2,8,1
27,78000,3,6.0,0,3,17200,17.49,7,2,7,0
33,33852,3,4.0,1,1,17000,11.48,3,0,9,0
31,24996,0,6.0,4,1,6000,9.25,1,1,9,1
35,37000,3,5.0,3,2,17000,13.49,5,2,10,0
28,45300,3,3.0,0,2,17000,14.72,8,0,10,0
35,48000,3,6.0,3,0,17000,7.88,5,0,6,0
27,55000,3,1.0,1,0,17000,7.88,7,1,5,1
30,55000,3,6.0,1,1,17000,11.011821205538963,3,0,9,0
27,60000,3,11.0,3,2,17000,11.011821205538963,7,1,10,1
29,60000,3,13.0,2,3,17000,14.96,9,1,8,1
32,61000,3,4.0,0,1,17000,11.49,2,1,5,1
34,65000,3,6.0,3,0,17000,8.49,4,1,8,1
28,25000,0,12.0,2,2,10625,14.27,8,2,6,1
28,80000,3,12.0,3,0,17000,5.79,8,1,6,1
28,80000,3,3.0,2,2,17000,13.85,8,2,8,1
35,84996,3,12.0,4,0,17000,7.88,5,1,6,1
31,92000,3,3.0,4,3,17000,14.54,1,2,10,1
33,25000,0,8.0,0,0,6000,6.62,3,1,8,1
32,115000,3,16.0,2,1,17000,11.12,2,1,6,1
32,25000,2,15.0,3,1,9175,10.99,2,1,10,1
31,25000,2,3.0,3,2,3500,13.49,1,1,9,1
29,25000,0,5.0,0,0,7475,8.49,9,1,6,1
34,78000,3,0.0,0,0,16800,7.37,4,0,5,0
27,25000,2,0.0,1,1,5000,10.99,7,1,7,1
29,91000,3,10.0,3,1,16800,11.011821205538963,9,1,5,1
30,83000,3,7.0,4,2,16775,11.97,3,1,5,1
28,24000,3,5.0,3,3,16750,14.96,8,2,10,0
33,33000,3,4.0,4,1,16750,12.53,3,0,5,0
34,39672,3,18.0,1,2,16750,13.98,4,0,9,0
35,39996,3,4.0,3,3,16750,14.09,5,0,6,0
31,25000,2,5.0,5,2,4500,11.011821205538963,1,2,8,1
34,25000,0,1.0,0,1,1000,9.63,4,1,6,1
28,82000,3,12.0,5,4,16750,20.11,8,2,10,0
30,96600,3,3.0,5,1,16750,10.62,3,1,5,1
29,25000,2,9.0,2,1,2500,9.62,9,1,5,1
27,25000,0,4.0,4,3,4750,14.83,7,1,9,1
27,25000,2,4.0,4,0,4000,11.011821205538963,7,1,9,1
35,57721,3,3.0,0,1,16500,11.011821205538963,5,1,6,1
28,25000,0,5.0,2,2,6000,14.72,8,1,10,1
32,25000,2,2.0,5,3,5000,16.32,2,2,9,1
27,68000,3,10.0,0,0,16500,7.88,7,1,7,1
33,71000,3,0.0,1,2,16500,14.72,3,1,6,1
31,39000,3,0.0,2,3,16450,16.02,1,0,10,0
27,44544,3,4.0,3,2,16425,14.27,7,2,5,0
34,43920,3,2.0,0,2,16400,11.03,4,2,10,0
30,42000,3,2.0,3,1,16200,10.25,3,0,6,0
28,50000,3,1.0,3,2,16200,13.99,8,2,5,0
30,54000,3,2.0,0,3,16200,15.57,3,0,10,0
30,25000,0,10.0,4,0,6400,7.51,3,1,8,1
28,70000,3,0.0,2,1,16100,11.83,8,1,9,1
33,25000,0,4.0,1,1,1600,11.36,3,1,7,1
32,25000,1,3.0,0,0,11200,7.88,2,0,5,0
27,30000,3,5.0,3,0,16000,7.9,7,1,8,1
27,30000,3,1.0,3,1,16000,10.0,7,0,5,0
27,36000,3,7.0,1,3,16000,15.7,7,0,9,0
27,30000,3,12.0,0,1,16000,10.99,7,0,6,0
27,40000,3,11.0,3,1,16000,9.91,7,0,9,0
29,40000,3,12.0,0,1,16000,11.71,9,0,6,0
30,40000,3,8.0,0,1,16000,11.48,3,0,8,0
31,25000,2,0.0,0,3,2400,14.42,1,2,8,1
33,25000,0,0.0,0,2,3000,12.53,3,2,10,1
34,37000,3,2.0,3,3,16000,12.99,4,2,9,0
29,44000,3,14.0,0,1,16000,11.011821205538963,9,0,9,0
35,45000,3,2.0,5,1,16000,10.0,5,0,10,0
30,25056,0,3.0,2,1,2000,12.42,3,1,7,1
27,39000,3,3.0,0,2,16000,12.73,7,0,8,0
29,47000,3,7.0,3,1,16000,11.71,9,0,8,0
28,47831,3,8.0,0,2,16000,13.85,8,0,7,0
27,48000,3,2.0,5,2,16000,14.22,7,0,5,0
35,50000,3,11.0,3,1,16000,9.91,5,0,5,0
27,25200,0,11.0,5,0,4500,5.42,7,1,6,1
35,44000,3,3.0,4,2,16000,13.99,5,2,8,0
30,50000,3,4.0,2,3,16000,16.77,3,0,5,0
27,50000,3,3.0,3,2,16000,11.011821205538963,7,2,5,0
32,25200,2,17.0,3,0,4000,6.54,2,1,6,1
28,44000,3,5.0,4,2,16000,13.48,8,0,6,0
34,44000,3,0.0,1,3,16000,13.24,4,2,6,0
30,51600,3,5.0,0,2,16000,13.49,3,0,8,0
32,51648,3,7.0,5,3,16000,14.18,2,0,8,0
27,48396,3,11.0,3,3,16000,14.74,7,2,7,0
27,55000,3,0.0,5,1,16000,11.12,7,1,9,1
28,55000,3,5.0,4,2,16000,13.98,8,2,9,1
28,51000,3,2.0,1,3,16000,16.32,8,2,9,0
30,54000,3,1.0,1,3,16000,17.99,3,2,10,0
35,25380,0,3.0,0,3,5000,11.011821205538963,5,1,10,1
27,62000,3,4.0,0,0,16000,7.88,7,1,10,1
27,25440,0,5.0,1,3,1200,11.011821205538963,7,1,10,1
33,62800,3,3.0,4,2,16000,13.11,3,2,5,1
28,63564,3,4.0,3,2,16000,13.47,8,2,5,1
29,65000,3,13.0,4,3,16000,17.27,9,1,6,1
30,65000,3,0.0,3,2,16000,13.06,3,1,8,1
27,25740,2,3.0,0,3,5000,14.11,7,2,5,1
30,25800,0,7.0,0,0,6000,5.99,3,1,6,1
32,25800,0,0.0,5,3,2400,14.96,2,1,6,1
28,60000,3,4.0,3,3,16000,16.07,8,2,8,0
28,66500,3,4.0,5,1,16000,12.18,8,1,6,1
35,67600,3,7.0,4,1,16000,11.58,5,1,5,1
30,68000,3,5.0,1,3,16000,14.09,3,1,5,1
31,69000,3,12.0,2,0,16000,5.99,1,1,6,1
31,26000,0,1.0,2,2,2400,14.27,1,1,9,1
30,64000,3,8.0,0,3,16000,15.7,3,2,5,0
29,70000,3,13.0,4,3,16000,14.42,9,2,6,1
30,75000,3,0.0,1,0,16000,8.9,3,1,10,1
28,21000,3,3.0,4,0,1000,7.49,8,1,9,1
27,22296,3,5.0,4,3,1000,14.84,7,1,5,1
30,22800,3,5.0,4,1,1000,11.49,3,1,5,1
29,24000,3,0.0,3,1,1000,9.99,9,1,7,1
28,26000,0,7.0,0,1,12000,11.36,8,0,7,0
32,26000,2,4.0,5,2,13750,13.11,2,2,10,1
30,26000,2,4.0,4,1,1200,10.99,3,1,6,1
29,25200,3,3.0,3,1,1000,10.25,9,1,5,1
27,26000,0,11.0,3,0,5000,8.94,7,1,9,1
33,26400,3,3.0,3,1,1000,10.99,3,1,7,1
35,26000,2,1.0,4,0,6000,9.63,5,1,6,1
27,30000,3,1.0,1,0,1000,5.79,7,1,10,1
33,26000,0,1.0,0,1,15000,9.76,3,0,6,0
31,30000,3,5.0,3,1,1000,9.25,1,1,6,1
30,33000,3,4.0,3,2,1000,14.79,3,1,10,1
29,26004,0,13.0,0,3,4000,14.74,9,2,9,0
31,26010,0,2.0,2,1,6500,9.99,1,1,9,1
30,35000,3,5.0,4,1,1000,10.36,3,1,6,1
30,30000,3,11.0,3,1,1000,11.011821205538963,3,0,10,0
29,38000,3,5.0,1,0,1000,7.88,9,1,9,1
28,40000,3,12.0,4,1,1000,9.88,8,1,9,1
35,42000,3,7.0,3,1,1000,11.12,5,1,5,1
29,26400,0,7.0,3,0,4800,7.66,9,1,9,1
27,26400,0,6.0,3,0,6000,6.91,7,0,9,0
28,26400,0,4.0,3,0,3000,6.17,8,1,6,1
33,48000,3,4.0,3,1,1000,9.99,3,1,10,1
28,44000,3,9.0,5,2,1000,14.17,8,0,9,0
27,51298,3,11.0,0,1,1000,10.37,7,1,7,1
30,26400,0,4.0,3,0,5000,7.14,3,1,6,1
31,54000,3,15.0,3,2,1000,11.011821205538963,1,2,7,1
34,26400,0,0.0,3,1,3600,9.88,4,1,9,1
29,64548,3,1.0,4,2,1000,14.27,9,2,5,1
33,65000,3,4.0,5,0,1000,11.011821205538963,3,1,9,1
28,73000,3,3.0,2,2,1000,11.011821205538963,8,1,7,1
29,74000,3,11.0,0,1,1000,9.91,9,1,5,1
27,75000,3,4.0,5,2,1000,13.49,7,2,9,1
34,26496,2,7.0,3,1,4400,10.59,4,1,8,1
30,69000,3,0.0,2,0,1000,8.59,3,1,5,1
35,76000,3,2.0,5,2,1000,13.49,5,1,8,1
30,100000,3,1.0,3,1,1000,11.71,3,1,7,1
33,26688,0,6.0,1,1,5000,10.59,3,1,10,1
27,10000,3,2.0,5,3,1200,14.11,7,2,6,0
30,14800,3,5.0,0,0,1200,8.0,3,2,9,0
28,15600,3,0.0,1,1,1200,12.53,8,1,8,1
35,19200,3,4.0,4,0,1200,7.29,5,0,10,0
29,20000,3,3.0,0,1,1200,11.71,9,0,7,0
29,20000,3,0.0,0,2,1200,11.54,9,1,5,1
32,22884,3,2.0,3,2,1200,13.22,2,1,7,1
28,27000,2,5.0,1,0,5600,5.42,8,1,8,1
27,24000,3,5.0,3,4,1200,18.99,7,1,7,1
27,27000,0,4.0,5,0,4300,5.99,7,1,6,1
27,27000,2,0.0,1,4,11500,20.11,7,0,9,0
33,30000,3,3.0,3,0,1200,6.76,3,1,10,1
34,39996,3,6.0,0,0,1200,7.88,4,2,8,0
31,42000,3,6.0,1,3,1200,16.29,1,2,5,1
28,27000,2,7.0,4,1,2400,10.99,8,1,5,1
35,43000,3,19.0,3,2,1200,13.8,5,1,7,1
27,44000,3,3.0,3,2,1200,15.23,7,1,5,1
27,27000,0,5.0,3,1,3000,11.14,7,1,9,1
28,53000,3,12.0,3,2,1200,11.011821205538963,8,2,8,1
28,48096,3,4.0,0,3,1200,17.56,8,2,5,0
29,55000,3,3.0,4,1,1200,9.99,9,1,6,1
33,53326,3,8.0,3,3,1200,16.29,3,0,7,0
31,75000,3,1.0,4,0,1200,6.54,1,1,5,1
31,14400,3,0.0,1,2,1250,11.011821205538963,1,0,8,0
31,26000,3,15.0,5,1,1250,11.49,1,1,10,1
32,195000,3,4.0,0,2,1250,13.23,2,1,7,1
31,27036,0,2.0,1,1,6500,11.11,1,1,7,1
33,34400,3,0.0,4,1,1300,9.91,3,1,6,1
27,47000,3,11.0,3,1,1300,10.46,7,1,8,1
27,51000,3,3.0,5,0,1300,7.68,7,1,7,1
34,65000,3,4.0,2,0,1300,6.54,4,1,7,1
35,27204,0,16.0,4,0,1800,7.74,5,1,7,1
29,14400,3,2.0,5,1,1400,11.49,9,1,6,1
27,18576,3,4.0,3,1,1400,9.99,7,1,6,1
31,22000,3,5.0,5,4,1400,22.06,1,2,7,1
35,24960,3,6.0,1,0,1400,8.49,5,1,10,1
32,27385,0,3.0,2,2,2000,12.99,2,2,9,0
31,25200,3,0.0,4,0,1400,6.99,1,1,6,1
29,28800,3,1.0,5,0,1400,7.9,9,1,5,1
28,27500,0,13.0,5,0,15000,6.54,8,1,10,1
31,54000,3,2.0,0,0,1400,11.011821205538963,1,0,8,0
31,27600,2,1.0,1,1,3000,11.49,1,1,9,1
27,58000,3,3.0,3,2,1400,15.27,7,2,7,1
31,78411,3,9.0,0,0,1400,11.011821205538963,1,0,6,0
30,27600,0,3.0,1,3,2250,15.62,3,0,9,0
29,17000,3,0.0,1,2,1450,11.011821205538963,9,1,6,1
27,24000,3,2.0,3,0,1450,11.011821205538963,7,1,9,1
27,27600,0,2.0,1,0,3500,6.99,7,1,9,1
31,36000,3,12.0,5,1,1450,11.011821205538963,1,1,7,1
27,27000,3,11.0,1,1,1500,10.36,7,1,5,1
35,27600,0,19.0,1,1,3000,11.86,5,1,5,1
30,27996,3,9.0,3,2,1500,11.011821205538963,3,2,8,1
31,28452,3,4.0,4,1,1500,11.11,1,1,5,1
28,29120,3,0.0,5,3,1500,15.7,8,2,6,0
35,30000,3,5.0,3,0,1500,7.29,5,0,8,0
27,30000,3,0.0,1,2,1500,11.011821205538963,7,1,6,1
27,27840,0,2.0,3,0,2400,5.42,7,1,7,1
29,30000,3,12.0,0,1,1500,11.49,9,0,8,0
29,27852,2,7.0,1,0,11000,8.49,9,1,8,1
34,27852,2,0.0,4,2,4200,12.84,4,1,8,1
35,32004,3,2.0,3,0,1500,8.49,5,1,7,1
29,27996,2,5.0,2,0,1800,5.42,9,1,6,1
35,33996,3,0.0,0,1,1500,10.99,5,1,7,1
29,29780,3,2.0,4,3,1500,12.86,9,2,10,0
35,28000,2,3.0,5,0,7600,6.62,5,1,10,1
35,38000,3,0.0,3,0,1500,7.4,5,1,6,1
34,28000,2,1.0,5,1,3000,9.99,4,1,10,1
29,38004,3,3.0,3,2,1500,14.35,9,2,10,1
32,28000,0,5.0,2,1,7500,10.99,2,1,6,1
28,39600,3,11.0,1,1,1500,12.69,8,1,5,1
30,28000,2,5.0,4,1,6300,11.99,3,1,9,1
30,34000,3,2.0,0,3,1500,14.61,3,2,5,0
33,28000,2,3.0,5,0,4800,7.49,3,1,10,1
28,41000,3,10.0,0,2,1500,14.79,8,2,6,1
32,43625,3,2.0,1,1,1500,11.011821205538963,2,1,6,1
29,38004,3,2.0,4,2,1500,12.53,9,2,7,0
28,44604,3,11.0,4,1,1500,11.12,8,1,7,1
34,45000,3,7.0,3,0,1500,5.99,4,1,10,1
32,28000,0,7.0,3,3,6000,15.21,2,0,9,0
35,48000,3,13.0,3,1,1500,9.91,5,1,9,1
33,48000,3,2.0,3,1,1500,11.71,3,1,8,1
33,48000,3,2.0,5,1,1500,11.89,3,1,6,1
34,50000,3,5.0,5,2,1500,13.92,4,1,5,1
28,28000,2,0.0,3,1,3250,12.53,8,1,9,1
27,54600,3,2.0,1,2,1500,13.23,7,2,8,1
28,55000,3,7.0,1,0,1500,7.37,8,1,8,1
28,60000,3,12.0,2,3,1500,16.77,8,2,8,1
29,60000,3,3.0,1,2,1500,12.87,9,1,9,1
32,54000,3,7.0,0,3,1500,14.42,2,0,9,0
32,61900,3,4.0,2,2,1500,13.23,2,2,7,1
29,80000,3,0.0,4,1,1500,12.42,9,1,9,1
32,80000,3,6.0,2,1,1500,10.74,2,1,10,1
27,28500,0,3.0,5,2,1600,13.49,7,0,8,0
33,18000,3,1.0,2,1,1600,9.88,3,0,5,0
27,28500,0,6.0,5,0,2600,7.74,7,1,7,1
30,28500,0,9.0,1,0,4000,7.74,3,1,7,1
27,28560,0,7.0,4,0,2400,6.39,7,1,8,1
29,18000,3,3.0,3,1,1700,11.12,9,1,10,1
29,33000,3,2.0,4,2,1700,15.23,9,2,9,1
32,28672,2,5.0,1,2,4650,13.22,2,2,5,1
28,40000,3,1.0,3,2,1700,11.011821205538963,8,1,9,1
28,53040,3,6.0,0,0,1700,8.49,8,1,8,1
31,12996,3,4.0,3,0,1750,6.76,1,1,10,1
30,28800,0,6.0,4,2,6250,11.011821205538963,3,1,9,1
28,15000,3,0.0,3,1,1800,11.49,8,1,7,1
33,15000,3,3.0,5,3,1800,17.54,3,2,9,1
28,28800,0,2.0,2,1,2000,10.59,8,1,7,1
32,21360,3,1.0,5,2,1800,12.99,2,1,8,1
31,23766,3,1.0,3,2,1800,13.06,1,1,7,1
31,24000,3,2.0,3,0,1800,8.59,1,1,6,1
27,25200,3,2.0,5,0,1800,6.76,7,2,10,1
32,28800,0,7.0,5,2,7500,13.43,2,2,7,1
32,45996,3,2.0,3,1,1800,11.58,2,1,9,1
30,49000,3,14.0,3,1,1800,11.71,3,1,5,1
28,53544,3,12.0,2,2,1800,11.011821205538963,8,2,7,1
27,60000,3,11.0,0,1,1800,11.46,7,1,8,1
33,80000,3,5.0,4,1,1800,10.75,3,1,7,1
27,117000,3,7.0,4,1,1800,12.42,7,1,10,1
33,145000,3,5.0,3,2,1800,12.99,3,1,6,1
35,510000,3,1.0,4,2,1800,13.48,5,1,6,1
27,18600,3,4.0,3,1,1850,11.011821205538963,7,1,8,1
30,42000,3,0.0,5,1,1850,11.99,3,1,5,1
30,31200,3,4.0,3,0,1900,5.79,3,1,10,1
30,45000,3,14.0,4,0,1900,5.79,3,1,7,1
32,60000,3,5.0,3,2,1925,12.29,2,2,9,1
33,72000,3,6.0,5,2,1925,14.35,3,2,10,0
31,10800,3,4.0,5,2,2000,14.72,1,2,5,0
30,12996,3,1.0,4,3,2000,17.19,3,0,6,0
31,29000,0,6.0,4,3,5000,15.99,1,1,7,1
28,29000,2,1.0,5,2,6250,12.87,8,2,9,1
31,29000,0,3.0,1,1,3500,12.53,1,1,5,1
29,19200,3,1.0,4,0,2000,5.99,9,1,7,1
31,29000,0,5.0,4,2,1500,12.29,1,1,6,1
29,20400,3,2.0,3,2,2000,13.49,9,1,8,1
29,20400,3,4.0,2,0,2000,7.9,9,1,9,1
27,20400,3,3.0,4,1,2000,12.53,7,1,6,1
31,20928,3,0.0,0,2,2000,13.48,1,2,6,1
30,29004,2,6.0,2,2,6250,11.011821205538963,3,1,8,1
28,29112,2,1.0,5,0,7000,6.99,8,1,5,1
33,22800,3,0.0,3,0,2000,8.49,3,1,10,1
27,29120,2,0.0,5,0,4000,11.011821205538963,7,1,7,1
33,24000,3,0.0,1,2,2000,14.35,3,2,7,1
27,29160,0,2.0,5,0,8000,7.51,7,1,7,1
31,24600,3,5.0,1,2,2000,13.61,1,2,5,1
27,25000,3,9.0,5,2,2000,13.11,7,2,6,1
32,25000,3,3.0,2,2,2000,13.16,2,2,8,0
32,29500,0,4.0,0,1,7000,10.0,2,0,9,0
35,29568,0,6.0,4,2,6000,13.23,5,2,10,1
27,26400,3,2.0,3,0,2000,6.54,7,1,10,1
27,26400,3,1.0,3,2,2000,13.61,7,1,10,1
29,27000,3,4.0,3,0,2000,7.88,9,1,6,1
31,29760,0,0.0,3,0,10000,9.63,1,1,10,1
31,29766,0,15.0,2,0,13900,8.94,1,1,8,1
30,28800,3,9.0,3,1,2000,11.48,3,1,10,1
28,30000,3,12.0,1,0,2000,5.42,8,1,5,1
33,30000,3,11.0,3,0,2000,7.29,3,1,5,1
30,92700,3,1.0,5,1,15000,11.99,3,1,5,1
31,81000,3,1.0,4,3,15000,14.42,1,0,6,0
32,30000,2,2.0,1,1,10000,9.91,2,1,8,1
28,30000,0,5.0,5,0,15000,11.011821205538963,8,1,9,1
29,70553,3,8.0,3,2,15000,13.47,9,2,10,0
33,84000,3,2.0,5,3,15000,16.7,3,0,9,0
33,30000,2,8.0,3,0,5000,7.51,3,1,9,1
29,100000,3,1.0,3,1,15000,9.88,9,1,9,1
27,100000,3,0.0,5,1,15000,11.58,7,1,10,1
29,100000,3,3.0,2,2,15000,12.04,9,1,10,1
28,102000,3,12.0,0,1,15000,11.46,8,1,7,1
27,104371,3,4.0,2,3,15000,16.77,7,1,5,1
31,105000,3,9.0,2,1,15000,10.59,1,1,8,1
27,106000,3,5.0,0,1,15000,10.75,7,1,6,1
29,106800,3,0.0,0,0,15000,11.011821205538963,9,1,6,1
32,108000,3,8.0,4,1,15000,10.0,2,1,9,1
30,30000,0,6.0,1,1,10000,9.91,3,1,10,1
34,110000,3,6.0,4,2,15000,12.68,4,2,10,1
35,110000,3,0.0,3,1,15000,11.11,5,1,8,1
35,30000,0,13.0,4,0,6625,6.62,5,1,6,1
33,110000,3,3.0,1,3,15000,14.42,3,2,9,1
33,30000,0,1.0,0,2,4000,11.011821205538963,3,2,7,1
32,101000,3,0.0,1,3,15000,17.58,2,0,8,0
35,117000,3,8.0,4,0,15000,9.63,5,1,8,1
29,120000,3,3.0,1,0,15000,6.91,9,1,7,1
30,120000,3,14.0,3,0,15000,6.17,3,1,8,1
29,120000,3,3.0,0,0,15000,9.63,9,1,6,1
32,120000,3,5.0,5,3,15000,15.68,2,1,7,1
31,30000,0,2.0,4,0,2000,7.9,1,1,10,1
27,122000,3,3.0,4,2,15000,12.73,7,1,5,1
27,130000,3,0.0,3,0,15000,11.011821205538963,7,1,7,1
27,132000,3,2.0,2,1,15000,11.12,7,1,5,1
29,128000,3,0.0,1,0,15000,9.63,9,1,9,1
28,140000,3,0.0,0,1,15000,11.26,8,1,5,1
28,143000,3,5.0,2,2,15000,12.53,8,1,6,1
35,30000,0,11.0,3,1,11000,10.65,5,1,10,1
34,147000,3,1.0,1,0,15000,8.94,4,1,5,1
29,150000,3,9.0,4,3,15000,16.32,9,1,9,1
31,150000,3,1.0,2,1,15000,11.011821205538963,1,1,10,1
30,165000,3,3.0,5,2,15000,13.92,3,2,9,1
30,175000,3,3.0,0,1,15000,11.26,3,1,8,1
